"ref_date","year","month","site","monthly_total","prev_year_monthly_total","monthly_percentage_difference","ytd_total","prev_year_ytd_total","ytd_percentage_difference","ytd_month_range"
"2013-06-01",2013,6,All,19834,20854,-4.9,24096,24771,-2.7,January - June
"2013-07-01",2013,7,All,23654,26890,-12.0,47750,51661,-7.6,January - July
"2013-08-01",2013,8,All,22141,24930,-11.2,69891,76591,-8.7,January - August
"2013-09-01",2013,9,All,1320,3961,-66.7,71211,80552,-11.6,January - September
"2013-10-01",2013,10,All,0,0,,71211,80552,-11.6,January - October
"2013-11-01",2013,11,All,0,0,,71211,80552,-11.6,January - November
"2013-12-01",2013,12,All,0,0,,71211,80552,-11.6,January - December
"2013-01-01",2013,1,Chilkoot Trail,0,4,-100.0,0,4,-100.0,January - January
"2013-02-01",2013,2,Chilkoot Trail,0,11,-100.0,0,15,-100.0,January - February
"2013-03-01",2013,3,Chilkoot Trail,0,27,-100.0,0,42,-100.0,January - March
"2013-04-01",2013,4,Chilkoot Trail,0,0,,0,42,-100.0,January - April
"2013-05-01",2013,5,Chilkoot Trail,10,0,,10,42,-76.2,January - May
"2013-06-01",2013,6,Chilkoot Trail,235,265,-11.3,245,307,-20.2,January - June
"2013-07-01",2013,7,Chilkoot Trail,1139,949,20.0,1384,1256,10.2,January - July
"2013-08-01",2013,8,Chilkoot Trail,901,881,2.3,2285,2137,6.9,January - August
"2013-09-01",2013,9,Chilkoot Trail,29,11,163.6,2314,2148,7.7,January - September
"2013-10-01",2013,10,Chilkoot Trail,0,0,,2314,2148,7.7,January - October
"2013-11-01",2013,11,Chilkoot Trail,0,0,,2314,2148,7.7,January - November
"2013-12-01",2013,12,Chilkoot Trail,0,0,,2314,2148,7.7,January - December
"2013-01-01",2013,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2013-02-01",2013,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2013-03-01",2013,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2013-04-01",2013,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2013-05-01",2013,5,Klondike National Historic Site,905,0,,905,0,,January - May
"2013-06-01",2013,6,Klondike National Historic Site,5322,6461,-17.6,6227,6461,-3.6,January - June
"2013-07-01",2013,7,Klondike National Historic Site,6441,6973,-7.6,12668,13434,-5.7,January - July
"2013-08-01",2013,8,Klondike National Historic Site,5196,6679,-22.2,17864,20113,-11.2,January - August
"2013-09-01",2013,9,Klondike National Historic Site,437,1035,-57.8,18301,21148,-13.5,January - September
"2013-10-01",2013,10,Klondike National Historic Site,0,0,,18301,21148,-13.5,January - October
"2013-11-01",2013,11,Klondike National Historic Site,0,0,,18301,21148,-13.5,January - November
"2013-12-01",2013,12,Klondike National Historic Site,0,0,,18301,21148,-13.5,January - December
"2013-01-01",2013,1,Kluane National Park,0,4,-100.0,0,4,-100.0,January - January
"2013-02-01",2013,2,Kluane National Park,0,4,-100.0,0,8,-100.0,January - February
"2013-03-01",2013,3,Kluane National Park,25,23,8.7,25,31,-19.4,January - March
"2013-04-01",2013,4,Kluane National Park,18,0,,43,31,38.7,January - April
"2013-05-01",2013,5,Kluane National Park,2339,3129,-25.2,2382,3160,-24.6,January - May
"2013-06-01",2013,6,Kluane National Park,8823,10045,-12.2,11205,13205,-15.1,January - June
"2013-07-01",2013,7,Kluane National Park,9802,14084,-30.4,21007,27289,-23.0,January - July
"2013-08-01",2013,8,Kluane National Park,11077,13829,-19.9,32084,41118,-22.0,January - August
"2013-09-01",2013,9,Kluane National Park,548,2632,-79.2,32632,43750,-25.4,January - September
"2013-10-01",2013,10,Kluane National Park,0,0,,32632,43750,-25.4,January - October
"2013-11-01",2013,11,Kluane National Park,0,0,,32632,43750,-25.4,January - November
"2013-12-01",2013,12,Kluane National Park,0,0,,32632,43750,-25.4,January - December
"2013-01-01",2013,1,SS Klondike,0,0,,0,0,,January - January
"2013-02-01",2013,2,SS Klondike,0,0,,0,0,,January - February
"2013-03-01",2013,3,SS Klondike,0,0,,0,0,,January - March
"2013-04-01",2013,4,SS Klondike,0,0,,0,0,,January - April
"2013-05-01",2013,5,SS Klondike,965,715,35.0,965,715,35.0,January - May
"2013-06-01",2013,6,SS Klondike,5454,4083,33.6,6419,4798,33.8,January - June
"2013-07-01",2013,7,SS Klondike,6272,4884,28.4,12691,9682,31.1,January - July
"2013-08-01",2013,8,SS Klondike,4967,3541,40.3,17658,13223,33.5,January - August
"2013-09-01",2013,9,SS Klondike,306,283,8.1,17964,13506,33.0,January - September
"2013-10-01",2013,10,SS Klondike,0,0,,17964,13506,33.0,January - October
"2013-11-01",2013,11,SS Klondike,0,0,,17964,13506,33.0,January - November
"2013-12-01",2013,12,SS Klondike,0,0,,17964,13506,33.0,January - December
"2014-01-01",2014,1,All,0,0,,0,0,,January - January
"2014-02-01",2014,2,All,0,0,,0,0,,January - February
"2014-03-01",2014,3,All,0,25,-100.0,0,25,-100.0,January - March
"2014-04-01",2014,4,All,0,18,-100.0,0,43,-100.0,January - April
"2014-05-01",2014,5,All,4275,4219,1.3,4275,4262,0.3,January - May
"2014-06-01",2014,6,All,16494,19834,-16.8,20769,24096,-13.8,January - June
"2014-07-01",2014,7,All,21006,23654,-11.2,41775,47750,-12.5,January - July
"2014-08-01",2014,8,All,18620,22141,-15.9,60395,69891,-13.6,January - August
"2014-09-01",2014,9,All,3291,1320,149.3,63686,71211,-10.6,January - September
"2014-10-01",2014,10,All,9,0,,63695,71211,-10.6,January - October
"2014-11-01",2014,11,All,2,0,,63697,71211,-10.6,January - November
"2014-12-01",2014,12,All,0,0,,63697,71211,-10.6,January - December
"2014-01-01",2014,1,Chilkoot Trail,0,0,,0,0,,January - January
"2014-02-01",2014,2,Chilkoot Trail,0,0,,0,0,,January - February
"2014-03-01",2014,3,Chilkoot Trail,0,0,,0,0,,January - March
"2014-04-01",2014,4,Chilkoot Trail,0,0,,0,0,,January - April
"2014-05-01",2014,5,Chilkoot Trail,0,10,-100.0,0,10,-100.0,January - May
"2014-06-01",2014,6,Chilkoot Trail,344,235,46.4,344,245,40.4,January - June
"2014-07-01",2014,7,Chilkoot Trail,855,1139,-24.9,1199,1384,-13.4,January - July
"2014-08-01",2014,8,Chilkoot Trail,709,901,-21.3,1908,2285,-16.5,January - August
"2014-09-01",2014,9,Chilkoot Trail,45,29,55.2,1953,2314,-15.6,January - September
"2014-10-01",2014,10,Chilkoot Trail,0,0,,1953,2314,-15.6,January - October
"2014-11-01",2014,11,Chilkoot Trail,0,0,,1953,2314,-15.6,January - November
"2014-12-01",2014,12,Chilkoot Trail,0,0,,1953,2314,-15.6,January - December
"2014-01-01",2014,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2014-02-01",2014,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2014-03-01",2014,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2014-04-01",2014,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2014-05-01",2014,5,Klondike National Historic Site,1197,905,32.3,1197,905,32.3,January - May
"2014-06-01",2014,6,Klondike National Historic Site,4610,5322,-13.4,5807,6227,-6.7,January - June
"2014-07-01",2014,7,Klondike National Historic Site,5387,6441,-16.4,11194,12668,-11.6,January - July
"2014-08-01",2014,8,Klondike National Historic Site,4396,5196,-15.4,15590,17864,-12.7,January - August
"2014-09-01",2014,9,Klondike National Historic Site,1148,437,162.7,16738,18301,-8.5,January - September
"2014-10-01",2014,10,Klondike National Historic Site,0,0,,16738,18301,-8.5,January - October
"2014-11-01",2014,11,Klondike National Historic Site,0,0,,16738,18301,-8.5,January - November
"2014-12-01",2014,12,Klondike National Historic Site,0,0,,16738,18301,-8.5,January - December
"2014-01-01",2014,1,Kluane National Park,0,0,,0,0,,January - January
"2014-02-01",2014,2,Kluane National Park,0,0,,0,0,,January - February
"2014-03-01",2014,3,Kluane National Park,0,25,-100.0,0,25,-100.0,January - March
"2014-04-01",2014,4,Kluane National Park,0,18,-100.0,0,43,-100.0,January - April
"2014-05-01",2014,5,Kluane National Park,1499,2339,-35.9,1499,2382,-37.1,January - May
"2014-06-01",2014,6,Kluane National Park,5752,8823,-34.8,7251,11205,-35.3,January - June
"2014-07-01",2014,7,Kluane National Park,8015,9802,-18.2,15266,21007,-27.3,January - July
"2014-08-01",2014,8,Kluane National Park,7811,11077,-29.5,23077,32084,-28.1,January - August
"2014-09-01",2014,9,Kluane National Park,1990,548,263.1,25067,32632,-23.2,January - September
"2014-10-01",2014,10,Kluane National Park,9,0,,25076,32632,-23.2,January - October
"2014-11-01",2014,11,Kluane National Park,2,0,,25078,32632,-23.1,January - November
"2014-12-01",2014,12,Kluane National Park,0,0,,25078,32632,-23.1,January - December
"2014-01-01",2014,1,SS Klondike,0,0,,0,0,,January - January
"2014-02-01",2014,2,SS Klondike,0,0,,0,0,,January - February
"2014-03-01",2014,3,SS Klondike,0,0,,0,0,,January - March
"2014-04-01",2014,4,SS Klondike,0,0,,0,0,,January - April
"2014-05-01",2014,5,SS Klondike,1579,965,63.6,1579,965,63.6,January - May
"2014-06-01",2014,6,SS Klondike,5788,5454,6.1,7367,6419,14.8,January - June
"2014-07-01",2014,7,SS Klondike,6749,6272,7.6,14116,12691,11.2,January - July
"2014-08-01",2014,8,SS Klondike,5704,4967,14.8,19820,17658,12.2,January - August
"2014-09-01",2014,9,SS Klondike,108,306,-64.7,19928,17964,10.9,January - September
"2014-10-01",2014,10,SS Klondike,0,0,,19928,17964,10.9,January - October
"2014-11-01",2014,11,SS Klondike,0,0,,19928,17964,10.9,January - November
"2014-12-01",2014,12,SS Klondike,0,0,,19928,17964,10.9,January - December
"2015-01-01",2015,1,All,0,0,,0,0,,January - January
"2015-02-01",2015,2,All,25,0,,25,0,,January - February
"2015-03-01",2015,3,All,20,0,,45,0,,January - March
"2015-04-01",2015,4,All,12,0,,57,0,,January - April
"2015-05-01",2015,5,All,4270,4275,-0.1,4327,4275,1.2,January - May
"2015-06-01",2015,6,All,22692,16494,37.6,27019,20769,30.1,January - June
"2015-07-01",2015,7,All,30179,21006,43.7,57198,41775,36.9,January - July
"2015-08-01",2015,8,All,25352,18620,36.2,82550,60395,36.7,January - August
"2015-09-01",2015,9,All,6178,3291,87.7,88728,63686,39.3,January - September
"2015-10-01",2015,10,All,155,9,1622.2,88883,63695,39.5,January - October
"2015-11-01",2015,11,All,0,2,-100.0,88883,63697,39.5,January - November
"2015-12-01",2015,12,All,0,0,,88883,63697,39.5,January - December
"2015-01-01",2015,1,Chilkoot Trail,0,0,,0,0,,January - January
"2015-02-01",2015,2,Chilkoot Trail,0,0,,0,0,,January - February
"2015-03-01",2015,3,Chilkoot Trail,0,0,,0,0,,January - March
"2015-04-01",2015,4,Chilkoot Trail,0,0,,0,0,,January - April
"2015-05-01",2015,5,Chilkoot Trail,0,0,,0,0,,January - May
"2015-06-01",2015,6,Chilkoot Trail,392,344,14.0,392,344,14.0,January - June
"2015-07-01",2015,7,Chilkoot Trail,1046,855,22.3,1438,1199,19.9,January - July
"2015-08-01",2015,8,Chilkoot Trail,983,709,38.6,2421,1908,26.9,January - August
"2015-09-01",2015,9,Chilkoot Trail,47,45,4.4,2468,1953,26.4,January - September
"2015-10-01",2015,10,Chilkoot Trail,0,0,,2468,1953,26.4,January - October
"2015-11-01",2015,11,Chilkoot Trail,0,0,,2468,1953,26.4,January - November
"2015-12-01",2015,12,Chilkoot Trail,0,0,,2468,1953,26.4,January - December
"2015-01-01",2015,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2015-02-01",2015,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2015-03-01",2015,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2015-04-01",2015,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2015-05-01",2015,5,Klondike National Historic Site,1417,1197,18.4,1417,1197,18.4,January - May
"2015-06-01",2015,6,Klondike National Historic Site,9137,4610,98.2,10554,5807,81.7,January - June
"2015-07-01",2015,7,Klondike National Historic Site,11484,5387,113.2,22038,11194,96.9,January - July
"2015-08-01",2015,8,Klondike National Historic Site,9391,4396,113.6,31429,15590,101.6,January - August
"2015-09-01",2015,9,Klondike National Historic Site,2617,1148,128.0,34046,16738,103.4,January - September
"2015-10-01",2015,10,Klondike National Historic Site,155,0,,34201,16738,104.3,January - October
"2015-11-01",2015,11,Klondike National Historic Site,0,0,,34201,16738,104.3,January - November
"2015-12-01",2015,12,Klondike National Historic Site,0,0,,34201,16738,104.3,January - December
"2015-01-01",2015,1,Kluane National Park,0,0,,0,0,,January - January
"2015-02-01",2015,2,Kluane National Park,25,0,,25,0,,January - February
"2015-03-01",2015,3,Kluane National Park,20,0,,45,0,,January - March
"2015-04-01",2015,4,Kluane National Park,12,0,,57,0,,January - April
"2015-05-01",2015,5,Kluane National Park,1709,1499,14.0,1766,1499,17.8,January - May
"2015-06-01",2015,6,Kluane National Park,6206,5752,7.9,7972,7251,9.9,January - June
"2015-07-01",2015,7,Kluane National Park,8558,8015,6.8,16530,15266,8.3,January - July
"2015-08-01",2015,8,Kluane National Park,8050,7811,3.1,24580,23077,6.5,January - August
"2015-09-01",2015,9,Kluane National Park,2446,1990,22.9,27026,25067,7.8,January - September
"2015-10-01",2015,10,Kluane National Park,0,9,-100.0,27026,25076,7.8,January - October
"2015-11-01",2015,11,Kluane National Park,0,2,-100.0,27026,25078,7.8,January - November
"2015-12-01",2015,12,Kluane National Park,0,0,,27026,25078,7.8,January - December
"2015-01-01",2015,1,SS Klondike,0,0,,0,0,,January - January
"2015-02-01",2015,2,SS Klondike,0,0,,0,0,,January - February
"2015-03-01",2015,3,SS Klondike,0,0,,0,0,,January - March
"2015-04-01",2015,4,SS Klondike,0,0,,0,0,,January - April
"2015-05-01",2015,5,SS Klondike,1144,1579,-27.5,1144,1579,-27.5,January - May
"2015-06-01",2015,6,SS Klondike,6957,5788,20.2,8101,7367,10.0,January - June
"2015-07-01",2015,7,SS Klondike,9091,6749,34.7,17192,14116,21.8,January - July
"2015-08-01",2015,8,SS Klondike,6928,5704,21.5,24120,19820,21.7,January - August
"2015-09-01",2015,9,SS Klondike,1068,108,888.9,25188,19928,26.4,January - September
"2015-10-01",2015,10,SS Klondike,0,0,,25188,19928,26.4,January - October
"2015-11-01",2015,11,SS Klondike,0,0,,25188,19928,26.4,January - November
"2015-12-01",2015,12,SS Klondike,0,0,,25188,19928,26.4,January - December
"2016-01-01",2016,1,All,0,0,,0,0,,January - January
"2016-02-01",2016,2,All,0,25,-100.0,0,25,-100.0,January - February
"2016-03-01",2016,3,All,0,20,-100.0,0,45,-100.0,January - March
"2016-04-01",2016,4,All,0,12,-100.0,0,57,-100.0,January - April
"2016-05-01",2016,5,All,4799,4270,12.4,4799,4327,10.9,January - May
"2016-06-01",2016,6,All,23825,22692,5.0,28624,27019,5.9,January - June
"2016-07-01",2016,7,All,28641,30179,-5.1,57265,57198,0.1,January - July
"2016-08-01",2016,8,All,25277,25352,-0.3,82542,82550,0.0,January - August
"2016-09-01",2016,9,All,6628,6178,7.3,89170,88728,0.5,January - September
"2016-10-01",2016,10,All,47,155,-69.7,89217,88883,0.4,January - October
"2016-11-01",2016,11,All,0,0,,89217,88883,0.4,January - November
"2016-12-01",2016,12,All,0,0,,89217,88883,0.4,January - December
"2016-01-01",2016,1,Chilkoot Trail,0,0,,0,0,,January - January
"2016-02-01",2016,2,Chilkoot Trail,0,0,,0,0,,January - February
"2016-03-01",2016,3,Chilkoot Trail,0,0,,0,0,,January - March
"2016-04-01",2016,4,Chilkoot Trail,0,0,,0,0,,January - April
"2016-05-01",2016,5,Chilkoot Trail,0,0,,0,0,,January - May
"2016-06-01",2016,6,Chilkoot Trail,415,392,5.9,415,392,5.9,January - June
"2016-07-01",2016,7,Chilkoot Trail,1309,1046,25.1,1724,1438,19.9,January - July
"2016-08-01",2016,8,Chilkoot Trail,1112,983,13.1,2836,2421,17.1,January - August
"2016-09-01",2016,9,Chilkoot Trail,86,47,83.0,2922,2468,18.4,January - September
"2016-10-01",2016,10,Chilkoot Trail,0,0,,2922,2468,18.4,January - October
"2016-11-01",2016,11,Chilkoot Trail,0,0,,2922,2468,18.4,January - November
"2016-12-01",2016,12,Chilkoot Trail,0,0,,2922,2468,18.4,January - December
"2016-01-01",2016,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2016-02-01",2016,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2016-03-01",2016,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2016-04-01",2016,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2016-05-01",2016,5,Klondike National Historic Site,1175,1417,-17.1,1175,1417,-17.1,January - May
"2016-06-01",2016,6,Klondike National Historic Site,9295,9137,1.7,10470,10554,-0.8,January - June
"2016-07-01",2016,7,Klondike National Historic Site,9630,11484,-16.1,20100,22038,-8.8,January - July
"2016-08-01",2016,8,Klondike National Historic Site,9140,9391,-2.7,29240,31429,-7.0,January - August
"2016-09-01",2016,9,Klondike National Historic Site,2679,2617,2.4,31919,34046,-6.2,January - September
"2016-10-01",2016,10,Klondike National Historic Site,47,155,-69.7,31966,34201,-6.5,January - October
"2016-11-01",2016,11,Klondike National Historic Site,0,0,,31966,34201,-6.5,January - November
"2016-12-01",2016,12,Klondike National Historic Site,0,0,,31966,34201,-6.5,January - December
"2016-01-01",2016,1,Kluane National Park,0,0,,0,0,,January - January
"2016-02-01",2016,2,Kluane National Park,0,25,-100.0,0,25,-100.0,January - February
"2016-03-01",2016,3,Kluane National Park,0,20,-100.0,0,45,-100.0,January - March
"2016-04-01",2016,4,Kluane National Park,0,12,-100.0,0,57,-100.0,January - April
"2016-05-01",2016,5,Kluane National Park,1725,1709,0.9,1725,1766,-2.3,January - May
"2016-06-01",2016,6,Kluane National Park,6320,6206,1.8,8045,7972,0.9,January - June
"2016-07-01",2016,7,Kluane National Park,8731,8558,2.0,16776,16530,1.5,January - July
"2016-08-01",2016,8,Kluane National Park,8043,8050,-0.1,24819,24580,1.0,January - August
"2016-09-01",2016,9,Kluane National Park,2787,2446,13.9,27606,27026,2.1,January - September
"2016-10-01",2016,10,Kluane National Park,0,0,,27606,27026,2.1,January - October
"2016-11-01",2016,11,Kluane National Park,0,0,,27606,27026,2.1,January - November
"2016-12-01",2016,12,Kluane National Park,0,0,,27606,27026,2.1,January - December
"2016-01-01",2016,1,SS Klondike,0,0,,0,0,,January - January
"2016-02-01",2016,2,SS Klondike,0,0,,0,0,,January - February
"2016-03-01",2016,3,SS Klondike,0,0,,0,0,,January - March
"2016-04-01",2016,4,SS Klondike,0,0,,0,0,,January - April
"2016-05-01",2016,5,SS Klondike,1899,1144,66.0,1899,1144,66.0,January - May
"2016-06-01",2016,6,SS Klondike,7795,6957,12.0,9694,8101,19.7,January - June
"2016-07-01",2016,7,SS Klondike,8971,9091,-1.3,18665,17192,8.6,January - July
"2016-08-01",2016,8,SS Klondike,6982,6928,0.8,25647,24120,6.3,January - August
"2016-09-01",2016,9,SS Klondike,1076,1068,0.7,26723,25188,6.1,January - September
"2016-10-01",2016,10,SS Klondike,0,0,,26723,25188,6.1,January - October
"2016-11-01",2016,11,SS Klondike,0,0,,26723,25188,6.1,January - November
"2016-12-01",2016,12,SS Klondike,0,0,,26723,25188,6.1,January - December
"2017-01-01",2017,1,All,0,0,,0,0,,January - January
"2017-02-01",2017,2,All,0,0,,0,0,,January - February
"2017-03-01",2017,3,All,0,0,,0,0,,January - March
"2017-04-01",2017,4,All,14,0,,14,0,,January - April
"2017-05-01",2017,5,All,6500,4799,35.4,6514,4799,35.7,January - May
"2017-06-01",2017,6,All,30345,23825,27.4,36859,28624,28.8,January - June
"2017-07-01",2017,7,All,39019,28641,36.2,75878,57265,32.5,January - July
"2017-08-01",2017,8,All,32926,25277,30.3,108804,82542,31.8,January - August
"2017-09-01",2017,9,All,6543,6628,-1.3,115347,89170,29.4,January - September
"2017-10-01",2017,10,All,7,47,-85.1,115354,89217,29.3,January - October
"2017-11-01",2017,11,All,0,0,,115354,89217,29.3,January - November
"2017-12-01",2017,12,All,0,0,,115354,89217,29.3,January - December
"2017-01-01",2017,1,Chilkoot Trail,0,0,,0,0,,January - January
"2017-02-01",2017,2,Chilkoot Trail,0,0,,0,0,,January - February
"2017-03-01",2017,3,Chilkoot Trail,0,0,,0,0,,January - March
"2017-04-01",2017,4,Chilkoot Trail,0,0,,0,0,,January - April
"2017-05-01",2017,5,Chilkoot Trail,0,0,,0,0,,January - May
"2017-06-01",2017,6,Chilkoot Trail,590,415,42.2,590,415,42.2,January - June
"2017-07-01",2017,7,Chilkoot Trail,1293,1309,-1.2,1883,1724,9.2,January - July
"2017-08-01",2017,8,Chilkoot Trail,1067,1112,-4.0,2950,2836,4.0,January - August
"2017-09-01",2017,9,Chilkoot Trail,66,86,-23.3,3016,2922,3.2,January - September
"2017-10-01",2017,10,Chilkoot Trail,0,0,,3016,2922,3.2,January - October
"2017-11-01",2017,11,Chilkoot Trail,0,0,,3016,2922,3.2,January - November
"2017-12-01",2017,12,Chilkoot Trail,0,0,,3016,2922,3.2,January - December
"2017-01-01",2017,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2017-02-01",2017,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2017-03-01",2017,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2017-04-01",2017,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2017-05-01",2017,5,Klondike National Historic Site,1375,1175,17.0,1375,1175,17.0,January - May
"2017-06-01",2017,6,Klondike National Historic Site,10410,9295,12.0,11785,10470,12.6,January - June
"2017-07-01",2017,7,Klondike National Historic Site,13207,9630,37.1,24992,20100,24.3,January - July
"2017-08-01",2017,8,Klondike National Historic Site,10809,9140,18.3,35801,29240,22.4,January - August
"2017-09-01",2017,9,Klondike National Historic Site,1550,2679,-42.1,37351,31919,17.0,January - September
"2017-10-01",2017,10,Klondike National Historic Site,0,47,-100.0,37351,31966,16.8,January - October
"2017-11-01",2017,11,Klondike National Historic Site,0,0,,37351,31966,16.8,January - November
"2017-12-01",2017,12,Klondike National Historic Site,0,0,,37351,31966,16.8,January - December
"2017-01-01",2017,1,Kluane National Park,0,0,,0,0,,January - January
"2017-02-01",2017,2,Kluane National Park,0,0,,0,0,,January - February
"2017-03-01",2017,3,Kluane National Park,0,0,,0,0,,January - March
"2017-04-01",2017,4,Kluane National Park,14,0,,14,0,,January - April
"2017-05-01",2017,5,Kluane National Park,1650,1725,-4.3,1664,1725,-3.5,January - May
"2017-06-01",2017,6,Kluane National Park,6796,6320,7.5,8460,8045,5.2,January - June
"2017-07-01",2017,7,Kluane National Park,8753,8731,0.3,17213,16776,2.6,January - July
"2017-08-01",2017,8,Kluane National Park,9339,8043,16.1,26552,24819,7.0,January - August
"2017-09-01",2017,9,Kluane National Park,3184,2787,14.2,29736,27606,7.7,January - September
"2017-10-01",2017,10,Kluane National Park,7,0,,29743,27606,7.7,January - October
"2017-11-01",2017,11,Kluane National Park,0,0,,29743,27606,7.7,January - November
"2017-12-01",2017,12,Kluane National Park,0,0,,29743,27606,7.7,January - December
"2017-01-01",2017,1,SS Klondike,0,0,,0,0,,January - January
"2017-02-01",2017,2,SS Klondike,0,0,,0,0,,January - February
"2017-03-01",2017,3,SS Klondike,0,0,,0,0,,January - March
"2017-04-01",2017,4,SS Klondike,0,0,,0,0,,January - April
"2017-05-01",2017,5,SS Klondike,3475,1899,83.0,3475,1899,83.0,January - May
"2017-06-01",2017,6,SS Klondike,12549,7795,61.0,16024,9694,65.3,January - June
"2017-07-01",2017,7,SS Klondike,15766,8971,75.7,31790,18665,70.3,January - July
"2017-08-01",2017,8,SS Klondike,11711,6982,67.7,43501,25647,69.6,January - August
"2017-09-01",2017,9,SS Klondike,1743,1076,62.0,45244,26723,69.3,January - September
"2017-10-01",2017,10,SS Klondike,0,0,,45244,26723,69.3,January - October
"2017-11-01",2017,11,SS Klondike,0,0,,45244,26723,69.3,January - November
"2017-12-01",2017,12,SS Klondike,0,0,,45244,26723,69.3,January - December
"2018-01-01",2018,1,All,0,0,,0,0,,January - January
"2018-02-01",2018,2,All,0,0,,0,0,,January - February
"2018-03-01",2018,3,All,0,0,,0,0,,January - March
"2018-04-01",2018,4,All,21,14,50.0,21,14,50.0,January - April
"2018-05-01",2018,5,All,7029,6500,8.1,7050,6514,8.2,January - May
"2018-06-01",2018,6,All,28662,30345,-5.5,35712,36859,-3.1,January - June
"2018-07-01",2018,7,All,39993,39019,2.5,75705,75878,-0.2,January - July
"2018-08-01",2018,8,All,34272,32926,4.1,109977,108804,1.1,January - August
"2018-09-01",2018,9,All,6863,6543,4.9,116840,115347,1.3,January - September
"2018-10-01",2018,10,All,517,7,7285.7,117357,115354,1.7,January - October
"2018-11-01",2018,11,All,0,0,,117357,115354,1.7,January - November
"2018-12-01",2018,12,All,100,0,,117457,115354,1.8,January - December
"2018-01-01",2018,1,Chilkoot Trail,0,0,,0,0,,January - January
"2018-02-01",2018,2,Chilkoot Trail,0,0,,0,0,,January - February
"2018-03-01",2018,3,Chilkoot Trail,0,0,,0,0,,January - March
"2018-04-01",2018,4,Chilkoot Trail,0,0,,0,0,,January - April
"2018-05-01",2018,5,Chilkoot Trail,0,0,,0,0,,January - May
"2018-06-01",2018,6,Chilkoot Trail,582,590,-1.4,582,590,-1.4,January - June
"2018-07-01",2018,7,Chilkoot Trail,1414,1293,9.4,1996,1883,6.0,January - July
"2018-08-01",2018,8,Chilkoot Trail,1073,1067,0.6,3069,2950,4.0,January - August
"2018-09-01",2018,9,Chilkoot Trail,81,66,22.7,3150,3016,4.4,January - September
"2018-10-01",2018,10,Chilkoot Trail,0,0,,3150,3016,4.4,January - October
"2018-11-01",2018,11,Chilkoot Trail,0,0,,3150,3016,4.4,January - November
"2018-12-01",2018,12,Chilkoot Trail,0,0,,3150,3016,4.4,January - December
"2018-01-01",2018,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2018-02-01",2018,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2018-03-01",2018,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2018-04-01",2018,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2018-05-01",2018,5,Klondike National Historic Site,1364,1375,-0.8,1364,1375,-0.8,January - May
"2018-06-01",2018,6,Klondike National Historic Site,9714,10410,-6.7,11078,11785,-6.0,January - June
"2018-07-01",2018,7,Klondike National Historic Site,14672,13207,11.1,25750,24992,3.0,January - July
"2018-08-01",2018,8,Klondike National Historic Site,11410,10809,5.6,37160,35801,3.8,January - August
"2018-09-01",2018,9,Klondike National Historic Site,2759,1550,78.0,39919,37351,6.9,January - September
"2018-10-01",2018,10,Klondike National Historic Site,517,0,,40436,37351,8.3,January - October
"2018-11-01",2018,11,Klondike National Historic Site,0,0,,40436,37351,8.3,January - November
"2018-12-01",2018,12,Klondike National Historic Site,0,0,,40436,37351,8.3,January - December
"2018-01-01",2018,1,Kluane National Park,0,0,,0,0,,January - January
"2018-02-01",2018,2,Kluane National Park,0,0,,0,0,,January - February
"2018-03-01",2018,3,Kluane National Park,0,0,,0,0,,January - March
"2018-04-01",2018,4,Kluane National Park,21,14,50.0,21,14,50.0,January - April
"2018-05-01",2018,5,Kluane National Park,1788,1650,8.4,1809,1664,8.7,January - May
"2018-06-01",2018,6,Kluane National Park,7614,6796,12.0,9423,8460,11.4,January - June
"2018-07-01",2018,7,Kluane National Park,9718,8753,11.0,19141,17213,11.2,January - July
"2018-08-01",2018,8,Kluane National Park,9996,9339,7.0,29137,26552,9.7,January - August
"2018-09-01",2018,9,Kluane National Park,2929,3184,-8.0,32066,29736,7.8,January - September
"2018-10-01",2018,10,Kluane National Park,0,7,-100.0,32066,29743,7.8,January - October
"2018-11-01",2018,11,Kluane National Park,0,0,,32066,29743,7.8,January - November
