date,year,month,location,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_total_2019,c2019_percentage_difference,ytd_month_range
2000-08-01,2000,8,Old Crow,5,32,-84.4,75,121,-38.0,1,7400.0,January - August
2000-09-01,2000,9,Old Crow,7,9,-22.2,82,130,-36.9,1,8100.0,January - September
2000-10-01,2000,10,Old Crow,4,34,-88.2,86,164,-47.6,1,8500.0,January - October
2000-11-01,2000,11,Old Crow,7,28,-75.0,93,192,-51.6,1,9200.0,January - November
2000-12-01,2000,12,Old Crow,0,18,-100.0,93,210,-55.7,1,9200.0,January - December
2000-01-01,2000,1,Pleasant Camp,1064,1110,-4.1,1064,1110,-4.1,1045,1.8,January - January
2000-02-01,2000,2,Pleasant Camp,1199,863,38.9,2263,1973,14.7,1755,28.9,January - February
2000-03-01,2000,3,Pleasant Camp,1383,1361,1.6,3646,3334,9.4,2837,28.5,January - March
2000-04-01,2000,4,Pleasant Camp,2283,2155,5.9,5929,5489,8.0,4384,35.2,January - April
2000-05-01,2000,5,Pleasant Camp,3510,4041,-13.1,9439,9530,-1.0,8285,13.9,January - May
2000-06-01,2000,6,Pleasant Camp,8001,8116,-1.4,17440,17646,-1.2,14427,20.9,January - June
2000-07-01,2000,7,Pleasant Camp,8570,9175,-6.6,26010,26821,-3.0,22399,16.1,January - July
2000-08-01,2000,8,Pleasant Camp,7345,8147,-9.8,33355,34968,-4.6,29603,12.7,January - August
2000-09-01,2000,9,Pleasant Camp,3640,3756,-3.1,36995,38724,-4.5,33694,9.8,January - September
2000-10-01,2000,10,Pleasant Camp,2162,2134,1.3,39157,40858,-4.2,36354,7.7,January - October
2000-11-01,2000,11,Pleasant Camp,1423,1330,7.0,40580,42188,-3.8,37387,8.5,January - November
2000-12-01,2000,12,Pleasant Camp,925,962,-3.8,41505,43150,-3.8,38141,8.8,January - December
2000-01-01,2000,1,Whitehorse,264,74,256.8,264,74,256.8,31,751.6,January - January
2000-02-01,2000,2,Whitehorse,111,191,-41.9,375,265,41.5,90,316.7,January - February
2000-03-01,2000,3,Whitehorse,423,178,137.6,798,443,80.1,139,474.1,January - March
1992-12-01,1992,12,Pleasant Camp,1122,1355,-17.2,46058,45165,2.0,38141,20.8,January - December
1992-01-01,1992,1,Whitehorse,164,104,57.7,164,104,57.7,31,429.0,January - January
1992-02-01,1992,2,Whitehorse,158,294,-46.3,322,398,-19.1,90,257.8,January - February
1992-03-01,1992,3,Whitehorse,566,295,91.9,888,693,28.1,139,538.8,January - March
1992-04-01,1992,4,Whitehorse,190,268,-29.1,1078,961,12.2,198,444.4,January - April
1992-05-01,1992,5,Whitehorse,234,321,-27.1,1312,1282,2.3,282,365.2,January - May
1992-06-01,1992,6,Whitehorse,526,490,7.3,1838,1772,3.7,1552,18.4,January - June
1992-07-01,1992,7,Whitehorse,940,1004,-6.4,2778,2776,0.1,2753,0.9,January - July
1992-08-01,1992,8,Whitehorse,765,759,0.8,3543,3535,0.2,3932,-9.9,January - August
1992-09-01,1992,9,Whitehorse,313,515,-39.2,3856,4050,-4.8,4697,-17.9,January - September
1992-10-01,1992,10,Whitehorse,159,272,-41.5,4015,4322,-7.1,4750,-15.5,January - October
1992-11-01,1992,11,Whitehorse,77,139,-44.6,4092,4461,-8.3,4761,-14.1,January - November
1992-12-01,1992,12,Whitehorse,97,82,18.3,4189,4543,-7.8,4812,-12.9,January - December
1992-01-01,1992,1,Yukon,4083,3558,14.8,4083,3558,14.8,3897,4.8,January - January
1992-02-01,1992,2,Yukon,3914,3768,3.9,7997,7326,9.2,7490,6.8,January - February
1992-03-01,1992,3,Yukon,7395,7726,-4.3,15392,15052,2.3,14237,8.1,January - March
1992-04-01,1992,4,Yukon,9091,8783,3.5,24483,23835,2.7,24422,0.2,January - April
1992-05-01,1992,5,Yukon,19286,17671,9.1,43769,41506,5.5,83567,-47.6,January - May
1992-06-01,1992,6,Yukon,53335,46282,15.2,97104,87788,10.6,185818,-47.7,January - June
1992-07-01,1992,7,Yukon,92033,73551,25.1,189137,161339,17.2,306133,-38.2,January - July
1992-08-01,1992,8,Yukon,75593,64896,16.5,264730,226235,17.0,419587,-36.9,January - August
1992-09-01,1992,9,Yukon,29516,28893,2.2,294246,255128,15.3,484785,-39.3,January - September
1992-10-01,1992,10,Yukon,8786,10007,-12.2,303032,265135,14.3,496485,-39.0,January - October
1992-11-01,1992,11,Yukon,5389,5183,4.0,308421,270318,14.1,500857,-38.4,January - November
1992-12-01,1992,12,Yukon,4747,4893,-3.0,313168,275211,13.8,505027,-38.0,January - December
1993-01-01,1993,1,Beaver Creek,1794,1817,-1.3,1794,1817,-1.3,1625,10.4,January - January
1993-02-01,1993,2,Beaver Creek,1658,1609,3.0,3452,3426,0.8,3005,14.9,January - February
1993-03-01,1993,3,Beaver Creek,2668,2349,13.6,6120,5775,6.0,5391,13.5,January - March
1993-04-01,1993,4,Beaver Creek,3037,3416,-11.1,9157,9191,-0.4,8868,3.3,January - April
1993-05-01,1993,5,Beaver Creek,7794,7342,6.2,16951,16533,2.5,15410,10.0,January - May
1993-06-01,1993,6,Beaver Creek,20959,22324,-6.1,37910,38857,-2.4,27597,37.4,January - June
1993-07-01,1993,7,Beaver Creek,38783,41255,-6.0,76693,80112,-4.3,43623,75.8,January - July
1993-08-01,1993,8,Beaver Creek,28246,33755,-16.3,104939,113867,-7.8,59387,76.7,January - August
1993-09-01,1993,9,Beaver Creek,13554,15041,-9.9,118493,128908,-8.1,71200,66.4,January - September
1993-10-01,1993,10,Beaver Creek,4523,4789,-5.6,123016,133697,-8.0,76066,61.7,January - October
1993-11-01,1993,11,Beaver Creek,3308,2953,12.0,126324,136650,-7.6,78102,61.7,January - November
1993-12-01,1993,12,Beaver Creek,1780,2694,-33.9,128104,139344,-8.1,79644,60.8,January - December
1993-01-01,1993,1,Dawson,0,0,,0,0,,0,,January - January
1993-02-01,1993,2,Dawson,104,114,-8.8,104,114,-8.8,11,845.5,January - February
1993-03-01,1993,3,Dawson,88,108,-18.5,192,222,-13.5,13,1376.9,January - March
1993-04-01,1993,4,Dawson,52,53,-1.9,244,275,-11.3,21,1061.9,January - April
1993-05-01,1993,5,Dawson,254,120,111.7,498,395,26.1,383,30.0,January - May
1993-06-01,1993,6,Dawson,1253,1302,-3.8,1751,1697,3.2,2355,-25.6,January - June
1993-07-01,1993,7,Dawson,1634,1801,-9.3,3385,3498,-3.2,4575,-26.0,January - July
1993-08-01,1993,8,Dawson,1315,1319,-0.3,4700,4817,-2.4,6723,-30.1,January - August
1993-09-01,1993,9,Dawson,435,209,108.1,5135,5026,2.2,6725,-23.6,January - September
1993-10-01,1993,10,Dawson,0,61,-100.0,5135,5087,0.9,6726,-23.7,January - October
1993-11-01,1993,11,Dawson,0,124,-100.0,5135,5211,-1.5,6726,-23.7,January - November
1993-12-01,1993,12,Dawson,0,32,-100.0,5135,5243,-2.1,6728,-23.7,January - December
1993-01-01,1993,1,Fraser,728,635,14.6,728,635,14.6,1196,-39.1,January - January
1993-02-01,1993,2,Fraser,929,942,-1.4,1657,1577,5.1,2629,-37.0,January - February
1993-03-01,1993,3,Fraser,2418,2635,-8.2,4075,4212,-3.3,5857,-30.4,January - March
1993-04-01,1993,4,Fraser,2971,2615,13.6,7046,6827,3.2,10951,-35.7,January - April
1993-05-01,1993,5,Fraser,8250,7000,17.9,15296,13827,10.6,58650,-73.9,January - May
1993-06-01,1993,6,Fraser,19174,17315,10.7,34470,31142,10.7,136560,-74.8,January - June
1993-07-01,1993,7,Fraser,27312,27457,-0.5,61782,58599,5.4,225287,-72.6,January - July
1993-08-01,1993,8,Fraser,28404,23133,22.8,90186,81732,10.3,308458,-70.8,January - August
1993-09-01,1993,9,Fraser,10702,8926,19.9,100888,90658,11.3,355275,-71.6,January - September
1993-10-01,1993,10,Fraser,2627,1635,60.7,103515,92293,12.2,359395,-71.2,January - October
1993-11-01,1993,11,Fraser,1177,951,23.8,104692,93244,12.3,360687,-71.0,January - November
1993-12-01,1993,12,Fraser,1040,800,30.0,105732,94044,12.4,362508,-70.8,January - December
1993-01-01,1993,1,Little Gold Creek,0,0,,0,0,,0,,January - January
1993-02-01,1993,2,Little Gold Creek,41,0,,41,0,,0,,January - February
1993-03-01,1993,3,Little Gold Creek,5,0,,46,0,,0,,January - March
1993-04-01,1993,4,Little Gold Creek,0,27,-100.0,46,27,70.4,0,,January - April
1972-06-01,1972,6,Pleasant Camp,4175,,,10408,0,,14427,-27.9,January - June
1972-07-01,1972,7,Pleasant Camp,7289,,,17697,0,,22399,-21.0,January - July
1972-08-01,1972,8,Pleasant Camp,5080,,,22777,0,,29603,-23.1,January - August
1972-09-01,1972,9,Pleasant Camp,2524,,,25301,0,,33694,-24.9,January - September
1972-10-01,1972,10,Pleasant Camp,1186,,,26487,0,,36354,-27.1,January - October
1972-11-01,1972,11,Pleasant Camp,707,,,27194,0,,37387,-27.3,January - November
1972-12-01,1972,12,Pleasant Camp,499,,,27693,0,,38141,-27.4,January - December
1972-01-01,1972,1,Whitehorse,105,,,105,0,,31,238.7,January - January
1972-02-01,1972,2,Whitehorse,0,,,105,0,,90,16.7,January - February
1972-03-01,1972,3,Whitehorse,105,,,210,0,,139,51.1,January - March
1972-04-01,1972,4,Whitehorse,1349,,,1559,0,,198,687.4,January - April
1972-05-01,1972,5,Whitehorse,121,,,1680,0,,282,495.7,January - May
1972-06-01,1972,6,Whitehorse,1269,,,2949,0,,1552,90.0,January - June
1972-07-01,1972,7,Whitehorse,1743,,,4692,0,,2753,70.4,January - July
1972-08-01,1972,8,Whitehorse,1506,,,6198,0,,3932,57.6,January - August
1972-09-01,1972,9,Whitehorse,539,,,6737,0,,4697,43.4,January - September
1972-10-01,1972,10,Whitehorse,200,,,6937,0,,4750,46.0,January - October
1972-11-01,1972,11,Whitehorse,154,,,7091,0,,4761,48.9,January - November
1972-12-01,1972,12,Whitehorse,172,,,7263,0,,4812,50.9,January - December
1972-01-01,1972,1,Yukon,2471,,,2471,0,,3897,-36.6,January - January
1972-02-01,1972,2,Yukon,2367,,,4838,0,,7490,-35.4,January - February
1972-03-01,1972,3,Yukon,3097,,,7935,0,,14237,-44.3,January - March
1972-04-01,1972,4,Yukon,5819,,,13754,0,,24422,-43.7,January - April
1972-05-01,1972,5,Yukon,8694,,,22448,0,,83567,-73.1,January - May
1972-06-01,1972,6,Yukon,21477,,,43925,0,,185818,-76.4,January - June
1972-07-01,1972,7,Yukon,43340,,,87265,0,,306133,-71.5,January - July
1972-08-01,1972,8,Yukon,35317,,,122582,0,,419587,-70.8,January - August
1972-09-01,1972,9,Yukon,13772,,,136354,0,,484785,-71.9,January - September
1972-10-01,1972,10,Yukon,5222,,,141576,0,,496485,-71.5,January - October
1972-11-01,1972,11,Yukon,3474,,,145050,0,,500857,-71.0,January - November
1972-12-01,1972,12,Yukon,3247,,,148297,0,,505027,-70.6,January - December
1973-01-01,1973,1,Beaver Creek,1303,1274,2.3,1303,1274,2.3,1625,-19.8,January - January
1973-02-01,1973,2,Beaver Creek,1379,1381,-0.1,2682,2655,1.0,3005,-10.7,January - February
1973-03-01,1973,3,Beaver Creek,2505,1612,55.4,5187,4267,21.6,5391,-3.8,January - March
1973-04-01,1973,4,Beaver Creek,2290,2700,-15.2,7477,6967,7.3,8868,-15.7,January - April
1973-05-01,1973,5,Beaver Creek,5073,4141,22.5,12550,11108,13.0,15410,-18.6,January - May
1973-06-01,1973,6,Beaver Creek,12628,9822,28.6,25178,20930,20.3,27597,-8.8,January - June
1973-07-01,1973,7,Beaver Creek,20445,20033,2.1,45623,40963,11.4,43623,4.6,January - July
1973-08-01,1973,8,Beaver Creek,19790,16651,18.9,65413,57614,13.5,59387,10.1,January - August
1973-09-01,1973,9,Beaver Creek,8957,7964,12.5,74370,65578,13.4,71200,4.5,January - September
1973-10-01,1973,10,Beaver Creek,3775,3699,2.1,78145,69277,12.8,76066,2.7,January - October
1973-11-01,1973,11,Beaver Creek,2863,2442,17.2,81008,71719,13.0,78102,3.7,January - November
1973-12-01,1973,12,Beaver Creek,2747,2513,9.3,83755,74232,12.8,79644,5.2,January - December
1973-01-01,1973,1,Dawson,0,0,,0,0,,0,,January - January
1973-02-01,1973,2,Dawson,0,2,-100.0,0,2,-100.0,11,-100.0,January - February
1973-03-01,1973,3,Dawson,0,2,-100.0,0,4,-100.0,13,-100.0,January - March
1973-04-01,1973,4,Dawson,7,9,-22.2,7,13,-46.2,21,-66.7,January - April
1973-05-01,1973,5,Dawson,17,0,,24,13,84.6,383,-93.7,January - May
1973-06-01,1973,6,Dawson,26,27,-3.7,50,40,25.0,2355,-97.9,January - June
1973-07-01,1973,7,Dawson,60,50,20.0,110,90,22.2,4575,-97.6,January - July
1973-08-01,1973,8,Dawson,37,64,-42.2,147,154,-4.5,6723,-97.8,January - August
1973-09-01,1973,9,Dawson,7,3,133.3,154,157,-1.9,6725,-97.7,January - September
1973-10-01,1973,10,Dawson,7,0,,161,157,2.5,6726,-97.6,January - October
1973-11-01,1973,11,Dawson,8,6,33.3,169,163,3.7,6726,-97.5,January - November
1973-12-01,1973,12,Dawson,2,10,-80.0,171,173,-1.2,6728,-97.5,January - December
1973-01-01,1973,1,Fraser,95,409,-76.8,95,409,-76.8,1196,-92.1,January - January
1973-02-01,1973,2,Fraser,145,409,-64.5,240,818,-70.7,2629,-90.9,January - February
1973-03-01,1973,3,Fraser,135,388,-65.2,375,1206,-68.9,5857,-93.6,January - March
1973-04-01,1973,4,Fraser,410,506,-19.0,785,1712,-54.1,10951,-92.8,January - April
1973-05-01,1973,5,Fraser,1788,1482,20.6,2573,3194,-19.4,58650,-95.6,January - May
1973-06-01,1973,6,Fraser,6670,4939,35.0,9243,8133,13.6,136560,-93.2,January - June
1973-07-01,1973,7,Fraser,10090,9937,1.5,19333,18070,7.0,225287,-91.4,January - July
1973-08-01,1973,8,Fraser,10380,8448,22.9,29713,26518,12.0,308458,-90.4,January - August
1973-09-01,1973,9,Fraser,5866,1965,198.5,35579,28483,24.9,355275,-90.0,January - September
1973-10-01,1973,10,Fraser,754,114,561.4,36333,28597,27.1,359395,-89.9,January - October
1973-11-01,1973,11,Fraser,133,165,-19.4,36466,28762,26.8,360687,-89.9,January - November
2000-04-01,2000,4,Whitehorse,228,211,8.1,1026,654,56.9,198,418.2,January - April
2000-05-01,2000,5,Whitehorse,522,506,3.2,1548,1160,33.4,282,448.9,January - May
2000-06-01,2000,6,Whitehorse,1873,1405,33.3,3421,2565,33.4,1552,120.4,January - June
2000-07-01,2000,7,Whitehorse,2523,1964,28.5,5944,4529,31.2,2753,115.9,January - July
2000-08-01,2000,8,Whitehorse,2700,1657,62.9,8644,6186,39.7,3932,119.8,January - August
2000-09-01,2000,9,Whitehorse,921,920,0.1,9565,7106,34.6,4697,103.6,January - September
2000-10-01,2000,10,Whitehorse,237,206,15.0,9802,7312,34.1,4750,106.4,January - October
2000-11-01,2000,11,Whitehorse,158,87,81.6,9960,7399,34.6,4761,109.2,January - November
2000-12-01,2000,12,Whitehorse,48,69,-30.4,10008,7468,34.0,4812,108.0,January - December
2000-01-01,2000,1,Yukon,4341,5280,-17.8,4341,5280,-17.8,3897,11.4,January - January
2000-02-01,2000,2,Yukon,4809,4700,2.3,9150,9980,-8.3,7490,22.2,January - February
2000-03-01,2000,3,Yukon,7799,7406,5.3,16949,17386,-2.5,14237,19.0,January - March
2000-04-01,2000,4,Yukon,9935,10601,-6.3,26884,27987,-3.9,24422,10.1,January - April
2000-05-01,2000,5,Yukon,30657,28920,6.0,57541,56907,1.1,83567,-31.1,January - May
2000-06-01,2000,6,Yukon,69637,69435,0.3,127178,126342,0.7,185818,-31.6,January - June
2000-07-01,2000,7,Yukon,97970,102963,-4.8,225148,229305,-1.8,306133,-26.5,January - July
2000-08-01,2000,8,Yukon,84260,88704,-5.0,309408,318009,-2.7,419587,-26.3,January - August
2000-09-01,2000,9,Yukon,41912,43628,-3.9,351320,361637,-2.9,484785,-27.5,January - September
2000-10-01,2000,10,Yukon,10687,11150,-4.2,362007,372787,-2.9,496485,-27.1,January - October
2000-11-01,2000,11,Yukon,5122,5528,-7.3,367129,378315,-3.0,500857,-26.7,January - November
2000-12-01,2000,12,Yukon,4328,4230,2.3,371457,382545,-2.9,505027,-26.4,January - December
2001-01-01,2001,1,Beaver Creek,1764,1920,-8.1,1764,1920,-8.1,1625,8.6,January - January
2001-02-01,2001,2,Beaver Creek,1605,1794,-10.5,3369,3714,-9.3,3005,12.1,January - February
2001-03-01,2001,3,Beaver Creek,2696,3171,-15.0,6065,6885,-11.9,5391,12.5,January - March
2001-04-01,2001,4,Beaver Creek,3211,3560,-9.8,9276,10445,-11.2,8868,4.6,January - April
2001-05-01,2001,5,Beaver Creek,6295,7120,-11.6,15571,17565,-11.4,15410,1.0,January - May
2001-06-01,2001,6,Beaver Creek,17752,18809,-5.6,33323,36374,-8.4,27597,20.7,January - June
2001-07-01,2001,7,Beaver Creek,28597,29921,-4.4,61920,66295,-6.6,43623,41.9,January - July
2001-08-01,2001,8,Beaver Creek,24255,25354,-4.3,86175,91649,-6.0,59387,45.1,January - August
2001-09-01,2001,9,Beaver Creek,14220,13339,6.6,100395,104988,-4.4,71200,41.0,January - September
2001-10-01,2001,10,Beaver Creek,5177,5309,-2.5,105572,110297,-4.3,76066,38.8,January - October
2001-11-01,2001,11,Beaver Creek,2886,2318,24.5,108458,112615,-3.7,78102,38.9,January - November
2001-12-01,2001,12,Beaver Creek,2129,2116,0.6,110587,114731,-3.6,79644,38.9,January - December
2001-01-01,2001,1,Dawson,25,11,127.3,25,11,127.3,0,,January - January
2001-02-01,2001,2,Dawson,159,75,112.0,184,86,114.0,11,1572.7,January - February
2001-03-01,2001,3,Dawson,21,99,-78.8,205,185,10.8,13,1476.9,January - March
2001-04-01,2001,4,Dawson,90,93,-3.2,295,278,6.1,21,1304.8,January - April
2001-05-01,2001,5,Dawson,491,757,-35.1,786,1035,-24.1,383,105.2,January - May
2001-06-01,2001,6,Dawson,2281,2112,8.0,3067,3147,-2.5,2355,30.2,January - June
2001-07-01,2001,7,Dawson,2099,2077,1.1,5166,5224,-1.1,4575,12.9,January - July
2001-08-01,2001,8,Dawson,2840,2562,10.9,8006,7786,2.8,6723,19.1,January - August
2001-09-01,2001,9,Dawson,656,786,-16.5,8662,8572,1.0,6725,28.8,January - September
2001-10-01,2001,10,Dawson,0,61,-100.0,8662,8633,0.3,6726,28.8,January - October
2001-11-01,2001,11,Dawson,0,86,-100.0,8662,8719,-0.7,6726,28.8,January - November
2001-12-01,2001,12,Dawson,1,105,-99.0,8663,8824,-1.8,6728,28.8,January - December
2001-01-01,2001,1,Fraser,1280,1079,18.6,1280,1079,18.6,1196,7.0,January - January
2001-02-01,2001,2,Fraser,1341,1624,-17.4,2621,2703,-3.0,2629,-0.3,January - February
2001-03-01,2001,3,Fraser,2643,2719,-2.8,5264,5422,-2.9,5857,-10.1,January - March
2001-04-01,2001,4,Fraser,4518,3762,20.1,9782,9184,6.5,10951,-10.7,January - April
2001-05-01,2001,5,Fraser,16653,18141,-8.2,26435,27325,-3.3,58650,-54.9,January - May
2001-06-01,2001,6,Fraser,32985,34395,-4.1,59420,61720,-3.7,136560,-56.5,January - June
2001-07-01,2001,7,Fraser,43558,44613,-2.4,102978,106333,-3.2,225287,-54.3,January - July
2001-08-01,2001,8,Fraser,40347,39877,1.2,143325,146210,-2.0,308458,-53.5,January - August
2001-09-01,2001,9,Fraser,19833,21193,-6.4,163158,167403,-2.5,355275,-54.1,January - September
2001-10-01,2001,10,Fraser,2234,2749,-18.7,165392,170152,-2.8,359395,-54.0,January - October
2001-11-01,2001,11,Fraser,1268,1130,12.2,166660,171282,-2.7,360687,-53.8,January - November
2001-12-01,2001,12,Fraser,968,1134,-14.6,167628,172416,-2.8,362508,-53.8,January - December
2001-01-01,2001,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2001-02-01,2001,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2001-03-01,2001,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2001-04-01,2001,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2001-05-01,2001,5,Little Gold Creek,1107,600,84.5,1107,600,84.5,557,98.7,January - May
2001-06-01,2001,6,Little Gold Creek,4936,4442,11.1,6043,5042,19.9,3326,81.7,January - June
2001-07-01,2001,7,Little Gold Creek,9772,10230,-4.5,15815,15272,3.6,7495,111.0,January - July
2001-08-01,2001,8,Little Gold Creek,5478,6417,-14.6,21293,21689,-1.8,11483,85.4,January - August
1981-01-01,1981,1,Little Gold Creek,0,0,,0,0,,0,,January - January
1981-02-01,1981,2,Little Gold Creek,0,0,,0,0,,0,,January - February
1981-03-01,1981,3,Little Gold Creek,0,0,,0,0,,0,,January - March
1981-04-01,1981,4,Little Gold Creek,0,0,,0,0,,0,,January - April
1981-05-01,1981,5,Little Gold Creek,426,322,32.3,426,322,32.3,557,-23.5,January - May
1981-06-01,1981,6,Little Gold Creek,2778,2624,5.9,3204,2946,8.8,3326,-3.7,January - June
1981-07-01,1981,7,Little Gold Creek,4708,4780,-1.5,7912,7726,2.4,7495,5.6,January - July
1981-08-01,1981,8,Little Gold Creek,5039,4604,9.4,12951,12330,5.0,11483,12.8,January - August
1981-09-01,1981,9,Little Gold Creek,1131,564,100.5,14082,12894,9.2,13193,6.7,January - September
1981-10-01,1981,10,Little Gold Creek,7,0,,14089,12894,9.3,13193,6.8,January - October
1981-11-01,1981,11,Little Gold Creek,0,0,,14089,12894,9.3,13193,6.8,January - November
1981-12-01,1981,12,Little Gold Creek,0,0,,14089,12894,9.3,13193,6.8,January - December
1981-01-01,1981,1,Old Crow,2,5,-60.0,2,5,-60.0,0,,January - January
1981-02-01,1981,2,Old Crow,3,9,-66.7,5,14,-64.3,0,,January - February
1981-03-01,1981,3,Old Crow,0,13,-100.0,5,27,-81.5,0,,January - March
1981-04-01,1981,4,Old Crow,3,1,200.0,8,28,-71.4,0,,January - April
1981-05-01,1981,5,Old Crow,17,5,240.0,25,33,-24.2,0,,January - May
1981-06-01,1981,6,Old Crow,67,24,179.2,92,57,61.4,1,9100.0,January - June
1981-07-01,1981,7,Old Crow,70,14,400.0,162,71,128.2,1,16100.0,January - July
1981-08-01,1981,8,Old Crow,17,71,-76.1,179,142,26.1,1,17800.0,January - August
1981-09-01,1981,9,Old Crow,21,13,61.5,200,155,29.0,1,19900.0,January - September
1981-10-01,1981,10,Old Crow,11,6,83.3,211,161,31.1,1,21000.0,January - October
1981-11-01,1981,11,Old Crow,5,0,,216,161,34.2,1,21500.0,January - November
1981-12-01,1981,12,Old Crow,1,0,,217,161,34.8,1,21600.0,January - December
1981-01-01,1981,1,Pleasant Camp,962,702,37.0,962,702,37.0,1045,-7.9,January - January
1981-02-01,1981,2,Pleasant Camp,905,818,10.6,1867,1520,22.8,1755,6.4,January - February
1981-03-01,1981,3,Pleasant Camp,1471,1036,42.0,3338,2556,30.6,2837,17.7,January - March
1981-04-01,1981,4,Pleasant Camp,2145,2027,5.8,5483,4583,19.6,4384,25.1,January - April
1981-05-01,1981,5,Pleasant Camp,3052,2634,15.9,8535,7217,18.3,8285,3.0,January - May
1981-06-01,1981,6,Pleasant Camp,5322,4880,9.1,13857,12097,14.5,14427,-4.0,January - June
1981-07-01,1981,7,Pleasant Camp,6879,6712,2.5,20736,18809,10.2,22399,-7.4,January - July
1981-08-01,1981,8,Pleasant Camp,7674,6452,18.9,28410,25261,12.5,29603,-4.0,January - August
1981-09-01,1981,9,Pleasant Camp,3168,3058,3.6,31578,28319,11.5,33694,-6.3,January - September
1981-10-01,1981,10,Pleasant Camp,1925,1907,0.9,33503,30226,10.8,36354,-7.8,January - October
1981-11-01,1981,11,Pleasant Camp,1150,1010,13.9,34653,31236,10.9,37387,-7.3,January - November
