date,year,month,campground,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_month_range
2017-04-01,2017,4,Fox Lake,0.0,0.0,,0.0,2.0,-100.0,January - April
2017-05-01,2017,5,Fox Lake,310.0,340.0,-8.8,310.0,342.0,-9.4,January - May
2017-06-01,2017,6,Fox Lake,761.0,907.0,-16.1,1071.0,1249.0,-14.3,January - June
2017-07-01,2017,7,Fox Lake,839.0,784.0,7.0,1910.0,2033.0,-6.1,January - July
2017-08-01,2017,8,Fox Lake,763.0,757.0,0.8,2673.0,2790.0,-4.2,January - August
2017-09-01,2017,9,Fox Lake,259.0,258.0,0.4,2932.0,3048.0,-3.8,January - September
2017-10-01,2017,10,Fox Lake,0.0,0.0,,2932.0,3048.0,-3.8,January - October
2017-11-01,2017,11,Fox Lake,0.0,0.0,,2932.0,3048.0,-3.8,January - November
2017-12-01,2017,12,Fox Lake,0.0,0.0,,2932.0,3048.0,-3.8,January - December
2017-01-01,2017,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2017-04-01,2017,4,Marsh Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - April
2017-05-01,2017,5,Marsh Lake,479.0,333.0,43.8,479.0,335.0,43.0,January - May
2017-06-01,2017,6,Marsh Lake,955.0,747.0,27.8,1434.0,1082.0,32.5,January - June
2017-07-01,2017,7,Marsh Lake,1162.0,792.0,46.7,2596.0,1874.0,38.5,January - July
2017-08-01,2017,8,Marsh Lake,1060.0,398.0,166.3,3656.0,2272.0,60.9,January - August
2017-09-01,2017,9,Marsh Lake,348.0,41.0,748.8,4004.0,2313.0,73.1,January - September
2008-04-01,2008,4,Marsh Lake,0.0,0.0,,0.0,0.0,,January - April
2008-05-01,2008,5,Marsh Lake,237.0,113.0,109.7,237.0,113.0,109.7,January - May
2008-06-01,2008,6,Marsh Lake,501.0,490.0,2.2,738.0,603.0,22.4,January - June
2008-07-01,2008,7,Marsh Lake,505.0,421.0,20.0,1243.0,1024.0,21.4,January - July
2008-08-01,2008,8,Marsh Lake,452.0,281.0,60.9,1695.0,1305.0,29.9,January - August
2008-09-01,2008,9,Marsh Lake,121.0,90.0,34.4,1816.0,1395.0,30.2,January - September
2008-10-01,2008,10,Marsh Lake,0.0,0.0,,1816.0,1395.0,30.2,January - October
2008-11-01,2008,11,Marsh Lake,0.0,0.0,,1816.0,1395.0,30.2,January - November
2008-12-01,2008,12,Marsh Lake,0.0,0.0,,1816.0,1395.0,30.2,January - December
2008-01-01,2008,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Pine Lake,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Pine Lake,2.0,0.0,,2.0,0.0,,January - March
2008-04-01,2008,4,Pine Lake,0.0,0.0,,2.0,0.0,,January - April
2008-05-01,2008,5,Pine Lake,251.0,162.0,54.9,253.0,162.0,56.2,January - May
2008-06-01,2008,6,Pine Lake,516.0,795.0,-35.1,769.0,957.0,-19.6,January - June
2008-07-01,2008,7,Pine Lake,817.0,913.0,-10.5,1586.0,1870.0,-15.2,January - July
2008-08-01,2008,8,Pine Lake,828.0,929.0,-10.9,2414.0,2799.0,-13.8,January - August
2008-09-01,2008,9,Pine Lake,335.0,301.0,11.3,2749.0,3100.0,-11.3,January - September
2008-10-01,2008,10,Pine Lake,13.0,0.0,,2762.0,3100.0,-10.9,January - October
2008-11-01,2008,11,Pine Lake,0.0,0.0,,2762.0,3100.0,-10.9,January - November
2008-12-01,2008,12,Pine Lake,0.0,0.0,,2762.0,3100.0,-10.9,January - December
2008-01-01,2008,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Teslin Lake,0.0,0.0,,0.0,0.0,,January - March
2008-04-01,2008,4,Teslin Lake,0.0,0.0,,0.0,0.0,,January - April
2008-05-01,2008,5,Teslin Lake,121.0,106.0,14.2,121.0,106.0,14.2,January - May
2008-06-01,2008,6,Teslin Lake,500.0,430.0,16.3,621.0,536.0,15.9,January - June
2008-07-01,2008,7,Teslin Lake,482.0,541.0,-10.9,1103.0,1077.0,2.4,January - July
2008-08-01,2008,8,Teslin Lake,387.0,514.0,-24.7,1490.0,1591.0,-6.3,January - August
2008-09-01,2008,9,Teslin Lake,155.0,151.0,2.6,1645.0,1742.0,-5.6,January - September
2008-10-01,2008,10,Teslin Lake,2.0,2.0,0.0,1647.0,1744.0,-5.6,January - October
2008-11-01,2008,11,Teslin Lake,0.0,0.0,,1647.0,1744.0,-5.6,January - November
2008-12-01,2008,12,Teslin Lake,0.0,2.0,-100.0,1647.0,1746.0,-5.7,January - December
2008-01-01,2008,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Tombstone Mtn.,0.0,2.0,-100.0,0.0,2.0,-100.0,January - February
2008-03-01,2008,3,Tombstone Mtn.,0.0,0.0,,0.0,2.0,-100.0,January - March
2008-04-01,2008,4,Tombstone Mtn.,0.0,3.0,-100.0,0.0,5.0,-100.0,January - April
2008-05-01,2008,5,Tombstone Mtn.,64.0,108.0,-40.7,64.0,113.0,-43.4,January - May
2008-06-01,2008,6,Tombstone Mtn.,735.0,599.0,22.7,799.0,712.0,12.2,January - June
2008-07-01,2008,7,Tombstone Mtn.,856.0,968.0,-11.6,1655.0,1680.0,-1.5,January - July
2008-08-01,2008,8,Tombstone Mtn.,758.0,1143.0,-33.7,2413.0,2823.0,-14.5,January - August
2008-09-01,2008,9,Tombstone Mtn.,204.0,153.0,33.3,2617.0,2976.0,-12.1,January - September
2008-10-01,2008,10,Tombstone Mtn.,0.0,0.0,,2617.0,2976.0,-12.1,January - October
2008-11-01,2008,11,Tombstone Mtn.,0.0,0.0,,2617.0,2976.0,-12.1,January - November
2008-12-01,2008,12,Tombstone Mtn.,0.0,0.0,,2617.0,2976.0,-12.1,January - December
2008-01-01,2008,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2017-10-01,2017,10,Marsh Lake,0.0,8.0,-100.0,4004.0,2321.0,72.5,January - October
2017-11-01,2017,11,Marsh Lake,0.0,0.0,,4004.0,2321.0,72.5,January - November
2017-12-01,2017,12,Marsh Lake,0.0,0.0,,4004.0,2321.0,72.5,January - December
2017-01-01,2017,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Pine Lake,2.0,0.0,,2.0,0.0,,January - February
2017-03-01,2017,3,Pine Lake,0.0,3.0,-100.0,2.0,3.0,-33.3,January - March
2017-04-01,2017,4,Pine Lake,0.0,0.0,,2.0,3.0,-33.3,January - April
2017-05-01,2017,5,Pine Lake,595.0,631.0,-5.7,597.0,634.0,-5.8,January - May
2017-06-01,2017,6,Pine Lake,1314.0,1237.0,6.2,1911.0,1871.0,2.1,January - June
2017-07-01,2017,7,Pine Lake,1493.0,1342.0,11.3,3404.0,3213.0,5.9,January - July
2017-08-01,2017,8,Pine Lake,1289.0,1207.0,6.8,4693.0,4420.0,6.2,January - August
2017-09-01,2017,9,Pine Lake,644.0,580.0,11.0,5337.0,5000.0,6.7,January - September
2017-10-01,2017,10,Pine Lake,46.0,0.0,,5383.0,5000.0,7.7,January - October
2017-11-01,2017,11,Pine Lake,0.0,0.0,,5383.0,5000.0,7.7,January - November
2017-12-01,2017,12,Pine Lake,0.0,0.0,,5383.0,5000.0,7.7,January - December
2017-01-01,2017,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Teslin Lake,2.0,0.0,,2.0,0.0,,January - March
2017-04-01,2017,4,Teslin Lake,0.0,0.0,,2.0,0.0,,January - April
2017-05-01,2017,5,Teslin Lake,198.0,292.0,-32.2,200.0,292.0,-31.5,January - May
2017-06-01,2017,6,Teslin Lake,793.0,863.0,-8.1,993.0,1155.0,-14.0,January - June
2017-07-01,2017,7,Teslin Lake,1065.0,948.0,12.3,2058.0,2103.0,-2.1,January - July
2017-08-01,2017,8,Teslin Lake,903.0,773.0,16.8,2961.0,2876.0,3.0,January - August
2017-09-01,2017,9,Teslin Lake,309.0,12.0,2475.0,3270.0,2888.0,13.2,January - September
2017-10-01,2017,10,Teslin Lake,0.0,2.0,-100.0,3270.0,2890.0,13.1,January - October
2017-11-01,2017,11,Teslin Lake,0.0,0.0,,3270.0,2890.0,13.1,January - November
2017-12-01,2017,12,Teslin Lake,0.0,0.0,,3270.0,2890.0,13.1,January - December
2017-01-01,2017,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Tombstone Mtn.,0.0,2.0,-100.0,0.0,2.0,-100.0,January - March
2017-04-01,2017,4,Tombstone Mtn.,0.0,0.0,,0.0,2.0,-100.0,January - April
2017-05-01,2017,5,Tombstone Mtn.,165.0,94.0,75.5,165.0,96.0,71.9,January - May
2017-06-01,2017,6,Tombstone Mtn.,1170.0,1110.0,5.4,1335.0,1206.0,10.7,January - June
2017-07-01,2017,7,Tombstone Mtn.,1551.0,1377.0,12.6,2886.0,2583.0,11.7,January - July
2017-08-01,2017,8,Tombstone Mtn.,1794.0,1384.0,29.6,4680.0,3967.0,18.0,January - August
2017-09-01,2017,9,Tombstone Mtn.,733.0,493.0,48.7,5413.0,4460.0,21.4,January - September
2017-10-01,2017,10,Tombstone Mtn.,8.0,0.0,,5421.0,4460.0,21.5,January - October
2017-11-01,2017,11,Tombstone Mtn.,0.0,0.0,,5421.0,4460.0,21.5,January - November
2017-12-01,2017,12,Tombstone Mtn.,0.0,0.0,,5421.0,4460.0,21.5,January - December
2017-01-01,2017,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Watson Lake,2.0,0.0,,2.0,0.0,,January - March
2017-04-01,2017,4,Watson Lake,3.0,0.0,,5.0,0.0,,January - April
2017-05-01,2017,5,Watson Lake,338.0,246.0,37.4,343.0,246.0,39.4,January - May
2017-06-01,2017,6,Watson Lake,1075.0,990.0,8.6,1418.0,1236.0,14.7,January - June
2017-07-01,2017,7,Watson Lake,1440.0,1425.0,1.1,2858.0,2661.0,7.4,January - July
2008-02-01,2008,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Watson Lake,0.0,0.0,,0.0,0.0,,January - March
2008-04-01,2008,4,Watson Lake,2.0,0.0,,2.0,0.0,,January - April
2008-05-01,2008,5,Watson Lake,51.0,0.0,,53.0,0.0,,January - May
2008-06-01,2008,6,Watson Lake,397.0,169.0,134.9,450.0,169.0,166.3,January - June
2008-07-01,2008,7,Watson Lake,509.0,208.0,144.7,959.0,377.0,154.4,January - July
2008-08-01,2008,8,Watson Lake,490.0,97.0,405.2,1449.0,474.0,205.7,January - August
2008-09-01,2008,9,Watson Lake,100.0,18.0,455.6,1549.0,492.0,214.8,January - September
2008-10-01,2008,10,Watson Lake,0.0,2.0,-100.0,1549.0,494.0,213.6,January - October
2008-11-01,2008,11,Watson Lake,0.0,0.0,,1549.0,494.0,213.6,January - November
2008-12-01,2008,12,Watson Lake,0.0,0.0,,1549.0,494.0,213.6,January - December
2008-01-01,2008,1,Wolf Creek,2.0,0.0,,2.0,0.0,,January - January
2008-02-01,2008,2,Wolf Creek,0.0,0.0,,2.0,0.0,,January - February
2008-03-01,2008,3,Wolf Creek,0.0,0.0,,2.0,0.0,,January - March
2008-04-01,2008,4,Wolf Creek,0.0,0.0,,2.0,0.0,,January - April
2008-05-01,2008,5,Wolf Creek,575.0,112.0,413.4,577.0,112.0,415.2,January - May
2008-06-01,2008,6,Wolf Creek,912.0,882.0,3.4,1489.0,994.0,49.8,January - June
2008-07-01,2008,7,Wolf Creek,1019.0,1052.0,-3.1,2508.0,2046.0,22.6,January - July
2008-08-01,2008,8,Wolf Creek,917.0,908.0,1.0,3425.0,2954.0,15.9,January - August
2008-09-01,2008,9,Wolf Creek,336.0,265.0,26.8,3761.0,3219.0,16.8,January - September
2008-10-01,2008,10,Wolf Creek,0.0,3.0,-100.0,3761.0,3222.0,16.7,January - October
2008-11-01,2008,11,Wolf Creek,0.0,0.0,,3761.0,3222.0,16.7,January - November
2008-12-01,2008,12,Wolf Creek,0.0,0.0,,3761.0,3222.0,16.7,January - December
2008-01-01,2008,1,Yukon River,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Yukon River,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Yukon River,4.0,0.0,,4.0,0.0,,January - March
2008-04-01,2008,4,Yukon River,0.0,0.0,,4.0,0.0,,January - April
2008-05-01,2008,5,Yukon River,257.0,210.0,22.4,261.0,210.0,24.3,January - May
2008-06-01,2008,6,Yukon River,998.0,1135.0,-12.1,1259.0,1345.0,-6.4,January - June
2008-07-01,2008,7,Yukon River,1680.0,1604.0,4.7,2939.0,2949.0,-0.3,January - July
2008-08-01,2008,8,Yukon River,996.0,1305.0,-23.7,3935.0,4254.0,-7.5,January - August
2008-09-01,2008,9,Yukon River,187.0,278.0,-32.7,4122.0,4532.0,-9.0,January - September
2008-10-01,2008,10,Yukon River,4.0,0.0,,4126.0,4532.0,-9.0,January - October
2008-11-01,2008,11,Yukon River,3.0,0.0,,4129.0,4532.0,-8.9,January - November
2008-12-01,2008,12,Yukon River,0.0,5.0,-100.0,4129.0,4537.0,-9.0,January - December
2009-01-01,2009,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2009-02-01,2009,2,Congdon Creek,0.0,0.0,,0.0,0.0,,January - February
2009-03-01,2009,3,Congdon Creek,0.0,0.0,,0.0,0.0,,January - March
2009-04-01,2009,4,Congdon Creek,4.0,0.0,,4.0,0.0,,January - April
2009-05-01,2009,5,Congdon Creek,131.0,189.0,-30.7,135.0,189.0,-28.6,January - May
2009-06-01,2009,6,Congdon Creek,734.0,771.0,-4.8,869.0,960.0,-9.5,January - June
2009-07-01,2009,7,Congdon Creek,992.0,835.0,18.8,1861.0,1795.0,3.7,January - July
2009-08-01,2009,8,Congdon Creek,525.0,676.0,-22.3,2386.0,2471.0,-3.4,January - August
2009-09-01,2009,9,Congdon Creek,311.0,270.0,15.2,2697.0,2741.0,-1.6,January - September
2009-10-01,2009,10,Congdon Creek,7.0,2.0,250.0,2704.0,2743.0,-1.4,January - October
2009-11-01,2009,11,Congdon Creek,0.0,0.0,,2704.0,2743.0,-1.4,January - November
2017-08-01,2017,8,Watson Lake,1359.0,1190.0,14.2,4217.0,3851.0,9.5,January - August
2017-09-01,2017,9,Watson Lake,418.0,228.0,83.3,4635.0,4079.0,13.6,January - September
2017-10-01,2017,10,Watson Lake,0.0,0.0,,4635.0,4079.0,13.6,January - October
2017-11-01,2017,11,Watson Lake,0.0,0.0,,4635.0,4079.0,13.6,January - November
2017-12-01,2017,12,Watson Lake,0.0,0.0,,4635.0,4079.0,13.6,January - December
2017-01-01,2017,1,Wolf Creek,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Wolf Creek,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Wolf Creek,0.0,4.0,-100.0,0.0,4.0,-100.0,January - March
2017-04-01,2017,4,Wolf Creek,0.0,3.0,-100.0,0.0,7.0,-100.0,January - April
2017-05-01,2017,5,Wolf Creek,595.0,475.0,25.3,595.0,482.0,23.4,January - May
2017-06-01,2017,6,Wolf Creek,1034.0,989.0,4.6,1629.0,1471.0,10.7,January - June
2017-07-01,2017,7,Wolf Creek,1284.0,1115.0,15.2,2913.0,2586.0,12.6,January - July
2017-08-01,2017,8,Wolf Creek,1262.0,1000.0,26.2,4175.0,3586.0,16.4,January - August
2017-09-01,2017,9,Wolf Creek,685.0,490.0,39.8,4860.0,4076.0,19.2,January - September
2017-10-01,2017,10,Wolf Creek,7.0,2.0,250.0,4867.0,4078.0,19.3,January - October
2017-11-01,2017,11,Wolf Creek,0.0,0.0,,4867.0,4078.0,19.3,January - November
2017-12-01,2017,12,Wolf Creek,0.0,0.0,,4867.0,4078.0,19.3,January - December
2017-01-01,2017,1,Yukon River,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Yukon River,4.0,0.0,,4.0,0.0,,January - February
2017-03-01,2017,3,Yukon River,2.0,0.0,,6.0,0.0,,January - March
2017-04-01,2017,4,Yukon River,0.0,2.0,-100.0,6.0,2.0,200.0,January - April
2017-05-01,2017,5,Yukon River,421.0,301.0,39.9,427.0,303.0,40.9,January - May
2017-06-01,2017,6,Yukon River,2112.0,2045.0,3.3,2539.0,2348.0,8.1,January - June
2017-07-01,2017,7,Yukon River,2204.0,1966.0,12.1,4743.0,4314.0,9.9,January - July
2017-08-01,2017,8,Yukon River,1873.0,1728.0,8.4,6616.0,6042.0,9.5,January - August
2017-09-01,2017,9,Yukon River,547.0,375.0,45.9,7163.0,6417.0,11.6,January - September
2017-10-01,2017,10,Yukon River,0.0,3.0,-100.0,7163.0,6420.0,11.6,January - October
2017-11-01,2017,11,Yukon River,0.0,0.0,,7163.0,6420.0,11.6,January - November
2017-12-01,2017,12,Yukon River,0.0,0.0,,7163.0,6420.0,11.6,January - December
2018-01-01,2018,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2018-02-01,2018,2,Congdon Creek,0.0,0.0,,0.0,0.0,,January - February
2018-03-01,2018,3,Congdon Creek,0.0,4.0,-100.0,0.0,4.0,-100.0,January - March
2018-04-01,2018,4,Congdon Creek,4.0,2.0,100.0,4.0,6.0,-33.3,January - April
2018-05-01,2018,5,Congdon Creek,488.0,451.0,8.2,492.0,457.0,7.7,January - May
2018-06-01,2018,6,Congdon Creek,1276.0,931.0,37.1,1768.0,1388.0,27.4,January - June
2018-07-01,2018,7,Congdon Creek,1746.0,1405.0,24.3,3514.0,2793.0,25.8,January - July
2018-08-01,2018,8,Congdon Creek,1555.0,1273.0,22.2,5069.0,4066.0,24.7,January - August
2018-09-01,2018,9,Congdon Creek,848.0,675.0,25.6,5917.0,4741.0,24.8,January - September
2018-10-01,2018,10,Congdon Creek,0.0,37.0,-100.0,5917.0,4778.0,23.8,January - October
2018-11-01,2018,11,Congdon Creek,0.0,0.0,,5917.0,4778.0,23.8,January - November
2018-12-01,2018,12,Congdon Creek,0.0,0.0,,5917.0,4778.0,23.8,January - December
2018-01-01,2018,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2018-02-01,2018,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2018-03-01,2018,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2018-04-01,2018,4,Conrad,4.0,3.0,33.3,4.0,3.0,33.3,January - April
2018-05-01,2018,5,Conrad,349.0,371.0,-5.9,353.0,374.0,-5.6,January - May
2009-12-01,2009,12,Congdon Creek,2.0,0.0,,2706.0,2743.0,-1.3,January - December
2009-01-01,2009,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2009-02-01,2009,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2009-03-01,2009,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2009-04-01,2009,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2009-05-01,2009,5,Conrad,0.0,0.0,,0.0,0.0,,January - May
2009-06-01,2009,6,Conrad,0.0,0.0,,0.0,0.0,,January - June
2009-07-01,2009,7,Conrad,0.0,0.0,,0.0,0.0,,January - July
2009-08-01,2009,8,Conrad,0.0,0.0,,0.0,0.0,,January - August
2009-09-01,2009,9,Conrad,0.0,0.0,,0.0,0.0,,January - September
2009-10-01,2009,10,Conrad,0.0,0.0,,0.0,0.0,,January - October
2009-11-01,2009,11,Conrad,0.0,0.0,,0.0,0.0,,January - November
2009-12-01,2009,12,Conrad,0.0,0.0,,0.0,0.0,,January - December
2009-01-01,2009,1,Fox Lake,3.0,0.0,,3.0,0.0,,January - January
2009-02-01,2009,2,Fox Lake,0.0,0.0,,3.0,0.0,,January - February
2009-03-01,2009,3,Fox Lake,0.0,5.0,-100.0,3.0,5.0,-40.0,January - March
2009-04-01,2009,4,Fox Lake,0.0,0.0,,3.0,5.0,-40.0,January - April
2009-05-01,2009,5,Fox Lake,181.0,266.0,-32.0,184.0,271.0,-32.1,January - May
2009-06-01,2009,6,Fox Lake,598.0,559.0,7.0,782.0,830.0,-5.8,January - June
2009-07-01,2009,7,Fox Lake,834.0,673.0,23.9,1616.0,1503.0,7.5,January - July
2009-08-01,2009,8,Fox Lake,493.0,561.0,-12.1,2109.0,2064.0,2.2,January - August
2009-09-01,2009,9,Fox Lake,172.0,196.0,-12.2,2281.0,2260.0,0.9,January - September
2009-10-01,2009,10,Fox Lake,0.0,0.0,,2281.0,2260.0,0.9,January - October
2009-11-01,2009,11,Fox Lake,0.0,0.0,,2281.0,2260.0,0.9,January - November
2009-12-01,2009,12,Fox Lake,0.0,0.0,,2281.0,2260.0,0.9,January - December
2009-01-01,2009,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2009-02-01,2009,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2009-03-01,2009,3,Marsh Lake,3.0,0.0,,3.0,0.0,,January - March
2009-04-01,2009,4,Marsh Lake,0.0,0.0,,3.0,0.0,,January - April
2009-05-01,2009,5,Marsh Lake,210.0,237.0,-11.4,213.0,237.0,-10.1,January - May
2009-06-01,2009,6,Marsh Lake,558.0,501.0,11.4,771.0,738.0,4.5,January - June
2009-07-01,2009,7,Marsh Lake,747.0,505.0,47.9,1518.0,1243.0,22.1,January - July
2009-08-01,2009,8,Marsh Lake,418.0,452.0,-7.5,1936.0,1695.0,14.2,January - August
2009-09-01,2009,9,Marsh Lake,163.0,121.0,34.7,2099.0,1816.0,15.6,January - September
2009-10-01,2009,10,Marsh Lake,4.0,0.0,,2103.0,1816.0,15.8,January - October
2009-11-01,2009,11,Marsh Lake,0.0,0.0,,2103.0,1816.0,15.8,January - November
2009-12-01,2009,12,Marsh Lake,3.0,0.0,,2106.0,1816.0,16.0,January - December
2009-01-01,2009,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2009-02-01,2009,2,Pine Lake,2.0,0.0,,2.0,0.0,,January - February
2009-03-01,2009,3,Pine Lake,0.0,2.0,-100.0,2.0,2.0,0.0,January - March
2009-04-01,2009,4,Pine Lake,0.0,0.0,,2.0,2.0,0.0,January - April
2009-05-01,2009,5,Pine Lake,137.0,251.0,-45.4,139.0,253.0,-45.1,January - May
2009-06-01,2009,6,Pine Lake,739.0,516.0,43.2,878.0,769.0,14.2,January - June
2009-07-01,2009,7,Pine Lake,1019.0,817.0,24.7,1897.0,1586.0,19.6,January - July
2009-08-01,2009,8,Pine Lake,760.0,828.0,-8.2,2657.0,2414.0,10.1,January - August
2009-09-01,2009,9,Pine Lake,340.0,335.0,1.5,2997.0,2749.0,9.0,January - September
2009-10-01,2009,10,Pine Lake,9.0,13.0,-30.8,3006.0,2762.0,8.8,January - October
2009-11-01,2009,11,Pine Lake,0.0,0.0,,3006.0,2762.0,8.8,January - November
2018-06-01,2018,6,Conrad,955.0,803.0,18.9,1308.0,1177.0,11.1,January - June
2018-07-01,2018,7,Conrad,1122.0,1022.0,9.8,2430.0,2199.0,10.5,January - July
2018-08-01,2018,8,Conrad,830.0,976.0,-15.0,3260.0,3175.0,2.7,January - August
2018-09-01,2018,9,Conrad,447.0,465.0,-3.9,3707.0,3640.0,1.8,January - September
2018-10-01,2018,10,Conrad,2.0,4.0,-50.0,3709.0,3644.0,1.8,January - October
2018-11-01,2018,11,Conrad,0.0,0.0,,3709.0,3644.0,1.8,January - November
2018-12-01,2018,12,Conrad,0.0,0.0,,3709.0,3644.0,1.8,January - December
2018-01-01,2018,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2018-02-01,2018,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2018-03-01,2018,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2018-04-01,2018,4,Fox Lake,0.0,0.0,,0.0,0.0,,January - April
2018-05-01,2018,5,Fox Lake,285.0,310.0,-8.1,285.0,310.0,-8.1,January - May
2018-06-01,2018,6,Fox Lake,750.0,761.0,-1.4,1035.0,1071.0,-3.4,January - June
2018-07-01,2018,7,Fox Lake,986.0,839.0,17.5,2021.0,1910.0,5.8,January - July
2018-08-01,2018,8,Fox Lake,753.0,763.0,-1.3,2774.0,2673.0,3.8,January - August
2018-09-01,2018,9,Fox Lake,257.0,259.0,-0.8,3031.0,2932.0,3.4,January - September
2018-10-01,2018,10,Fox Lake,0.0,0.0,,3031.0,2932.0,3.4,January - October
2018-11-01,2018,11,Fox Lake,0.0,0.0,,3031.0,2932.0,3.4,January - November
2018-12-01,2018,12,Fox Lake,0.0,0.0,,3031.0,2932.0,3.4,January - December
2018-01-01,2018,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2018-02-01,2018,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2018-03-01,2018,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2018-04-01,2018,4,Marsh Lake,0.0,0.0,,0.0,0.0,,January - April
2018-05-01,2018,5,Marsh Lake,446.0,479.0,-6.9,446.0,479.0,-6.9,January - May
2018-06-01,2018,6,Marsh Lake,1168.0,955.0,22.3,1614.0,1434.0,12.6,January - June
2018-07-01,2018,7,Marsh Lake,1419.0,1162.0,22.1,3033.0,2596.0,16.8,January - July
2018-08-01,2018,8,Marsh Lake,1016.0,1060.0,-4.2,4049.0,3656.0,10.7,January - August
2018-09-01,2018,9,Marsh Lake,371.0,348.0,6.6,4420.0,4004.0,10.4,January - September
2018-10-01,2018,10,Marsh Lake,0.0,0.0,,4420.0,4004.0,10.4,January - October
2018-11-01,2018,11,Marsh Lake,0.0,0.0,,4420.0,4004.0,10.4,January - November
2018-12-01,2018,12,Marsh Lake,0.0,0.0,,4420.0,4004.0,10.4,January - December
2018-01-01,2018,1,Pine Lake,3.0,0.0,,3.0,0.0,,January - January
2018-02-01,2018,2,Pine Lake,0.0,2.0,-100.0,3.0,2.0,50.0,January - February
2018-03-01,2018,3,Pine Lake,0.0,0.0,,3.0,2.0,50.0,January - March
2018-04-01,2018,4,Pine Lake,0.0,0.0,,3.0,2.0,50.0,January - April
2018-05-01,2018,5,Pine Lake,624.0,595.0,4.9,627.0,597.0,5.0,January - May
2018-06-01,2018,6,Pine Lake,1635.0,1314.0,24.4,2262.0,1911.0,18.4,January - June
2018-07-01,2018,7,Pine Lake,1764.0,1493.0,18.2,4026.0,3404.0,18.3,January - July
2018-08-01,2018,8,Pine Lake,1459.0,1289.0,13.2,5485.0,4693.0,16.9,January - August
2018-09-01,2018,9,Pine Lake,657.0,644.0,2.0,6142.0,5337.0,15.1,January - September
2018-10-01,2018,10,Pine Lake,32.0,46.0,-30.4,6174.0,5383.0,14.7,January - October
2018-11-01,2018,11,Pine Lake,2.0,0.0,,6176.0,5383.0,14.7,January - November
2018-12-01,2018,12,Pine Lake,0.0,0.0,,6176.0,5383.0,14.7,January - December
2018-01-01,2018,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2018-02-01,2018,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2018-03-01,2018,3,Teslin Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - March
2018-04-01,2018,4,Teslin Lake,2.0,0.0,,2.0,2.0,0.0,January - April
